Movie_Title,Movie_ID,Budget,Cast,Crew,Studios,Genre,Keywords,Languages,Countries,Release_Data,Runtime,Gross_worldwide,Rating,Rating_Count,ListOfCertificate,Release_Year,Release_Month,Release_Day,GenreRank,SpecialMonth,CastsRank,NumLeadActors,HasTop50Actors,NumStudios,StudioRank,NumTopStudios,HasTopStudio,CountryRank,LanguageRank,keywordRank,cerRank
The Grudge,391198,10000000,"['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall', 'William Mapother', 'KaDee Strickland', 'Grace Zabriskie', 'Bill Pullman', 'Rosa Blasi', 'Ted Raimi', 'Ryo Ishibashi', 'Yôko Maki', 'Yuya Ozeki', 'Takako Fuji', 'Takashi Matsuyama', 'Hiroshi Matsunaga', 'Hajime Okayama', 'Yoshiyuki Morishita', 'Kazuyuki Tsumura']","['Takashi Shimizu', 'Stephen Susco']","['Columbia Pictures', 'Ghost House Pictures', 'Fellah Pictures']","['Horror', 'Mystery', 'Thriller']","['elderly', 'housewife', 'pet cat', 'bus', 'male frontal nudity']","['English', 'Japanese']","['United States', 'Japan']",2004-10-22,91,187281115,5.9,143000,['PG-13'],2004,10,22,11.333333333333334,0,10206,0,0,3,545,1,0,9,9,19,4
Valentine&apos;s Day,817230,52000000,"['Julia Roberts', 'Jamie Foxx', 'Anne Hathaway', 'Jessica Alba', 'Kathy Bates', 'Jessica Biel', 'Bradley Cooper', 'Eric Dane', 'Patrick Dempsey', 'Hector Elizondo', 'Jennifer Garner', 'Topher Grace', 'Carter Jenkins', 'Ashton Kutcher', 'Queen Latifah', 'Taylor Lautner', 'George Lopez', 'Shirley MacLaine']","['Katherine Fugate', 'Marc Silverstein', 'Garry Marshall', 'Abby Kohn']","['New Line Cinema', 'Rice Films', 'Karz Entertainment']","['Comedy', 'Romance']","['grandmother grandson relationship', 'grandfather grandson relationship', 'car', 'barefoot male', 'man wrapped in a towel']","['English', 'Spanish', 'Russian', 'Italian']",['United States'],2010-02-26,125,216485654,5.7,117000,['PG-13'],2010,2,26,8.5,0,34258,1,0,3,614,0,0,4,7,105,4
Godzilla: King of the Monsters,3741700,170000000,"['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Ken Watanabe', 'Ziyi Zhang', 'Bradley Whitford', 'Sally Hawkins', 'Charles Dance', 'Thomas Middleditch', 'Aisha Hinds', ""O'Shea Jackson Jr."", 'David Strathairn', 'Anthony Ramos', 'Elizabeth Faith Ludlow', 'Jonathan Howard', 'CCH Pounder', 'Joe Morton', 'Randy Havens']","['Max Borenstein', 'Zach Shields', 'Michael Dougherty']","['Warner Bros.', 'Legendary Entertainment', 'Toho Company']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['monster', 'terrorism', 'destruction', 'showdown', 'kidnapping']","['English', 'Japanese', 'Chinese', 'Spanish']","['United States', 'Japan', 'Mexico', 'Taiwan']",2019-05-31,132,386600138,6.0,170000,['PG-13'],2019,5,31,16.5,1,27564,1,0,3,717,2,1,9,9,159,4
Spy,3079380,65000000,"['Melissa McCarthy', 'Rose Byrne', 'Jude Law', 'Jason Statham', 'Raad Rawi', 'Jessica Chaffin', 'Miranda Hart', 'Sam Richardson', 'Katie Dippold', 'Jaime Pacheco', 'Romain Apelbaum', 'Allison Janney', 'Richard Brake', 'Steve Bannos', 'Morena Baccarin', 'Carlos Ponce', 'Will Yun Lee', 'Bobby Cannavale']",['Paul Feig'],"['Twentieth Century Fox', 'Chernin Entertainment', 'Feigco Entertainment']","['Action', 'Comedy']","['fellatio', 'prosthetic penis', 'vulgarity', 'hit in the crotch', 'male nudity']","['English', 'French', 'Italian', 'German', 'Hungarian']","['United States', 'United Kingdom', 'France', 'Hungary', 'Germany']",2015-05-22,120,235666219,7.0,239000,['R'],2015,5,22,13.0,1,20109,0,0,3,709,2,0,7,6,50,1
Tropic Thunder,942385,92000000,"['Ben Stiller', 'Jack Black', 'Robert Downey Jr.', 'Jeff Kahn', 'Anthony Ruivivar', 'Jay Baruchel', 'Brandon T. Jackson', 'Eric Winzenried', 'Steve Coogan', 'Valerie Azlynn', 'Matt Levin', 'David Pressman', 'Amy Stiller', 'Danny McBride', 'Dempsey Silva', 'Bill Hader', 'Nick Nolte', 'Jeff Weidemann']","['Justin Theroux', 'Etan Cohen', 'Ben Stiller']","['Dreamworks Pictures', 'Red Hour Films', 'Goldcrest Pictures']","['Action', 'Comedy', 'War']","['film within a film', 'parody', 'vietnam', 'helicopter crash', 'fake trailer']","['English', 'Mandarin']","['United States', 'United Kingdom', 'Germany']",2008-08-13,107,195702963,7.0,398000,['R'],2008,8,13,11.333333333333334,0,20282,0,0,3,657,1,0,7,10,80,1
Fun with Dick and Jane,369441,100000000,"['Jim Carrey', 'Téa Leoni', 'Alec Baldwin', 'Richard Jenkins', 'Angie Harmon', 'John Michael Higgins', 'Richard Burgi', 'Carlos Jacott', 'Aaron Michael Drozin', 'Gloria Garayua', 'Michelle Arthur', 'Stacey Travis', 'Timm Sharp', 'David Herman', 'Dempsey Pappion', 'Knox White', 'Walter Addison', 'Ralph Nader']","['Judd Apatow', 'Gerald Gaiser', 'Nicholas Stoller', 'Dean Parisot']","['Columbia Pictures', 'Imagine Entertainment', 'JC 23 Entertainment']","['Comedy', 'Crime']","['head shop', 'character names in title', 'forenames in title', 'ceo', 'suburb']","['English', 'Spanish']",['United States'],2005-12-21,90,204681899,6.2,142000,['PG-13'],2005,12,21,8.0,1,11295,0,0,3,616,1,0,4,4,0,4
Dreamgirls,443489,70000000,"['Beyoncé', 'Jamie Foxx', 'Eddie Murphy', 'Danny Glover', 'Jennifer Hudson', 'Anika Noni Rose', 'Keith D. Robinson', 'Sharon Leal', 'Hinton Battle', 'Mariah Iman Wilson', 'Yvette Cason', 'Ken Page', 'Ralph Louis Harris', 'Michael-Leon Wooley', 'Loretta Devine', 'John Lithgow', 'John Krasinski', 'Alexander Folk']","['Bill Condon', 'Tom Eyen']","['Dreamworks Pictures', 'Paramount Pictures', 'Laurence Mark Productions']","['Drama', 'Music', 'Musical']","['card game', 'jazz', 'new york city', 'theater', 'theater audience']",['English'],['United States'],2007-02-16,130,155430335,6.5,72000,['PG-13'],2007,2,16,7.0,0,16895,0,0,3,785,2,0,4,1,90,4
Glass,6823368,20000000,"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson', 'Anya Taylor-Joy', 'Sarah Paulson', 'Spencer Treat Clark', 'Charlayne Woodard', 'Luke Kirby', 'Adam David Thompson', 'M. Night Shyamalan', 'Shannon Destiny Ryan', 'Diana Silvers', 'Nina Wisner', 'Kyli Zion', 'Serge Didenko', 'Russell Posner', 'Kimberly S. Fairbanks', 'Rosemary Howard']",['M. Night Shyamalan'],"['Buena Vista International', 'Universal Pictures', 'Blinding Edge Pictures']","['Drama', 'Sci-Fi', 'Thriller']","['glass', 'character name in title', 'dissociative identity disorder', 'violence', 'mental institution']","['English', 'Spanish']","['United States', 'China']",2019-01-18,129,246999039,6.6,228000,['PG-13'],2019,1,18,10.0,0,12008,0,0,3,681,2,0,10,4,99,4
Rise of the Guardians,1446192,145000000,"['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine', 'Jude Law', 'Dakota Goyo', 'Khamani Griffin', 'Kamil McFadden', 'Georgie Grieve', 'Emily Nordwind', 'Jacob Bertrand', 'Olivia Mattingly', 'Dominique Grund', 'Ryan Crego', 'April Lawrence', 'Peter Ramsey', 'Isabella Blake-Thomas', 'Stuart Allan']","['Peter Ramsey', 'William Joyce', 'David Lindsay-Abaire']",['DreamWorks Animation'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']","['santa claus character', 'jack frost character', 'sandman character', 'tooth fairy character', 'easter bunny character']","['English', 'French']",['United States'],2012-11-30,97,306941670,7.3,167000,['PG'],2012,11,30,14.714285714285714,1,12770,0,0,1,382,1,1,4,3,0,2
Dick Tracy,99422,47000000,"['Warren Beatty', 'Madonna', 'Al Pacino', 'Charlie Korsmo', ""Michael Donovan O'Donnell"", 'Jim Wilkey', 'Stig Eldred', 'Neil Summers', 'Chuck Hicks', 'Lawrence Steven Meyers', 'William Forsythe', ""Ed O'Ross"", 'Glenne Headly', 'Marvellee Cariaga', 'Michael Gallup', 'Seymour Cassel', 'James Keane', 'Charles Durning']","['Jack Epps Jr.', 'Warren Beatty', 'Jim Cash', 'Chester Gould']","['Touchstone Pictures', 'Silver Screen Partners IV', 'Touchstone Pictures']","['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']","['based on comic strip', 'detective', 'police detective', 'disney', 'dick tracy']",['English'],['United States'],1990-06-15,105,162738726,6.1,60000,['PG'],1990,6,15,9.5,1,7230,0,0,3,713,0,0,4,1,100,2
Journey 2: The Mysterious Island,1397514,79000000,"['Josh Hutcherson', 'Dwayne Johnson', 'Michael Caine', 'Luis Guzmán', 'Vanessa Hudgens', 'Kristin Davis', 'Anna Colwell', 'Stephen Caudill', 'Branscombe Richmond', 'Walter Bankson', 'Cody Easterbrook', 'Kishan Kumar Jha', 'Kathryn Jurbala', 'Paul Leo Klink', 'Ed Moy', 'Darwin Reina']","['Mark Gunn', 'Richard Outten', 'Brian Gunn', 'Brad Peyton']","['New Line Cinema', 'Contrafilm', 'Walden Media']","['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","['lost city', 'atlantis', 'lost world', 'island', 'second part']",['English'],['United States'],2012-02-10,94,335260290,5.8,100000,['PG'],2012,2,10,15.833333333333334,0,13232,0,0,3,802,1,0,4,1,155,2
Paranormal Activity 3,1778304,5000000,"['Chloe Csengery', 'Jessica Tyler Brown', 'Christopher Nicholas Smith', 'Lauren Bittner', 'Hallie Foote', 'Dustin Ingram', 'Johanna Braddy', 'Katie Featherston', 'Brian Boland', 'Sprague Grayden', 'William Juan Prieto', 'Jackson Xenia Prieto', 'Paitoon Cheng', 'Eddie Medrano', 'Rebecca Delgado Smith', 'Bailey Michelle Brown', 'Tucker Brown', 'Jessica Berger']","['Oren Peli', 'Henry Joost', 'Christopher Landon', 'Ariel Schulman']","['Paramount Pictures', 'Blumhouse Productions', 'Solana Films']","['Horror', 'Mystery']","['looking at oneself in a mirror', 'no music', 'younger version of character', '1980s', 'supernatural power']",['English'],['United States'],2011-10-21,83,207039844,5.8,93000,['R'],2011,10,21,10.5,0,0,0,0,3,849,2,0,4,1,152,1
The Mule,7959026,50000000,"['Clint Eastwood', 'Patrick L. Reyes', 'Cesar De León', 'Gustavo Muñoz', 'Jackie Prucha', 'Richard Herd', 'Adam Drescher', 'Christi McClintock', 'Keith Flippen', 'Alison Eastwood', 'Kinsley Isla Dillon', 'Dianne Wiest', 'Joe Knezevich', 'Megan Leahy', 'Taissa Farmiga', 'Austin Freeman', 'Victor Rasuk', 'Robert LaSardo']","['Clint Eastwood', 'Nick Schenk', 'Sam Dolnick']","['Warner Bros.', 'Imperative Entertainment', 'Bron Creative']","['Crime', 'Drama', 'Thriller']","['drug cartel', 'singing in a car', 'old man', 'based on true story', 'drug mule']","['English', 'Spanish']","['United States', 'Canada']",2018-12-14,116,174804407,7.0,129000,['R'],2018,12,14,7.0,1,6489,0,0,3,388,1,0,5,4,86,1
Daddy Day Care,317303,60000000,"['Eddie Murphy', 'Jeff Garlin', 'Anjelica Huston', 'Steve Zahn', 'Regina King', 'Kevin Nealon', 'Jonathan Katz', 'Siobhan Fallon Hogan', 'Lisa Edelstein', 'Lacey Chabert', 'Laura Kightlinger', 'Leila Arcieri', 'Khamani Griffin', 'Max Burkholder', 'Arthur Young', 'Elle Fanning', 'Cesar Flores', 'Hailey Noelle Johnson']","['Steve Carr', 'Geoff Rodkey']","['Revolution Studios', 'Davis Entertainment', 'Day Care Productions']","['Comedy', 'Family']","['laid off', 'breakfast cereal', 'male protagonist', 'quitting a job', 'sabotage']","['English', 'Klingon', 'German']",['United States'],2003-05-09,92,164433867,5.6,67000,['PG'],2003,5,9,14.0,1,18940,0,0,3,652,0,0,4,6,0,2
The Princess and the Frog,780521,105000000,"['Anika Noni Rose', 'Keith David', 'Oprah Winfrey', 'Bruno Campos', 'Michael-Leon Wooley', 'Jennifer Cody', 'Jim Cummings', 'Peter Bartlett', 'Jenifer Lewis', 'Terrence Howard', 'John Goodman', 'Elizabeth Dampier', 'Breanna Brooks', 'Ritchie Montgomery', 'Don Hall', 'Paul Briggs', 'Jerry Kernion', 'Corey Burton']","['John Musker', 'Greg Erb', 'Ron Clements']","['Walt Disney Animation Studios', 'Walt Disney Pictures']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","['prince', 'frog', 'restaurant', 'new orleans jazz', 'friendship between girls']","['English', 'French']",['United States'],2010-01-08,97,267045765,7.1,135000,['G'],2010,1,8,15.0,0,15700,0,0,2,740,2,1,4,3,0,3
The Chronicles of Narnia: The Voyage of the Dawn Treader,980970,155000000,"['Ben Barnes', 'Skandar Keynes', 'Georgie Henley', 'Will Poulter', 'Gary Sweet', 'Terry Norris', 'Bruce Spence', 'Bille Brown', 'Laura Brent', 'Colin Moody', 'Tilda Swinton', 'Anna Popplewell', 'William Moseley', 'Shane Rangi', 'Arthur Angel', 'Arabella Morton', 'Rachel Blakely', 'Steven Rooke']","['Christopher Markus', 'Stephen McFeely', 'Michael Petroni', 'Michael Apted']","['Fox 2000 Pictures', 'Walden Media', 'A Film Location Company']","['Adventure', 'Family', 'Fantasy']","['sequel', 'third part', 'the white witch character', 'lucy pevensie character', 'minotaur character']",['English'],"['United States', 'United Kingdom']",2010-12-10,113,415686217,6.3,149000,['PG'],2010,12,10,17.666666666666668,1,10526,0,0,3,616,1,0,7,1,163,2
Road to Perdition,257044,80000000,"['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey', 'Liam Aiken', 'Jennifer Jason Leigh', 'Paul Newman', 'Daniel Craig', 'Ciarán Hinds', 'Craig Spidle', 'Ian Barford', 'Stephen P. Dunn', 'Paul Turner', 'Kathleen Keane', 'Brendan McKinney', 'Jackie Moran', ""Kieran O'Hare"", 'John M. Williams', 'Nicolas Cade']","['Richard Piers Rayner', 'Max Allan Collins', 'David Self', 'Sam Mendes']","['Dreamworks Pictures', 'Twentieth Century Fox', 'The Zanuck Company']","['Crime', 'Drama', 'Thriller']","['based on comic book', 'dog', 'bicycle', 'assassin', 'murder']",['English'],['United States'],2002-07-12,117,181001478,7.7,260000,['R'],2002,7,12,7.0,1,11551,0,0,3,953,2,0,4,1,166,1
Phenomenon,117333,32000000,"['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker', 'Robert Duvall', 'Jeffrey DeMunn', 'Richard Kiley', 'David Gallagher', 'Ashley Buccille', 'Tony Genaro', ""Sean O'Bryan"", 'Michael Milhoan', 'Troy Evans', 'Bruce A. Young', 'Vyto Ruginis', 'Brent Spiner', 'Elisabeth Nunziato', 'Ellen Geer', 'James Keane']","['Gerald Di Pego', 'Jon Turteltaub']",['Touchstone Pictures'],"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']","['telekinesis', 'genius', 'psionic power', 'brain tumor', 'terminal illness']","['Portuguese', 'Spanish', 'English']",['United States'],1996-07-03,123,152036382,6.4,78000,['PG'],1996,7,3,10.25,1,17974,0,0,1,228,0,0,4,4,0,2
Pitch Perfect 3,4765284,45000000,"['Anna Kendrick', 'Rebel Wilson', 'Brittany Snow', 'Anna Camp', 'Hailee Steinfeld', 'Ester Dean', 'Hana Mae Lee', 'Kelley Jakle', 'Shelley Regner', 'Chrissie Fit', 'Elizabeth Banks', 'John Michael Higgins', 'John Lithgow', 'Matt Lanter', 'Guy Burnet', 'Alexis Knapp', 'DJ Khaled', 'Troy Ian Hall']","['Kay Cannon', 'Mike White', 'Trish Sie', 'Mickey Rapkin']","['Brownstone Entertainment (II)', 'Gold Circle Films', 'Perfect World Pictures']","['Comedy', 'Music']","['kidnapping', 'triple f rated', 'f rated', 'singing in a car', 'father daughter relationship']","['English', 'Papiamento']",['United States'],2017-12-22,93,185400345,5.8,61000,['PG-13'],2017,12,22,7.5,1,16787,0,0,3,614,1,0,4,1,142,4
The Graduate,61722,3000000,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'William Daniels', 'Murray Hamilton', 'Elizabeth Wilson', 'Buck Henry', 'Brian Avery', 'Walter Brooke', 'Norman Fell', 'Alice Ghostley', 'Marion Lorne', 'Eddra Gale', 'Frank Baker', 'George Bruggeman', 'Buddy Douglas', 'Richard Dreyfuss', 'Bob Eubanks']","['Charles Webb', 'Mike Nichols', 'Buck Henry', 'Calder Willingham']",['Lawrence Truman Productions'],"['Comedy', 'Drama', 'Romance']","['older woman younger man relationship', 'college graduate', 'famous score', 'adultery', 'love']",['English'],['United States'],1967-12-21,106,105015008,8.0,265000,['PG'],1967,12,21,6.666666666666667,1,5383,0,0,1,67,0,0,4,1,49,2
George of the Jungle,119190,55000000,"['Brendan Fraser', 'Leslie Mann', 'Thomas Haden Church', 'Richard Roundtree', 'Greg Cruttwell', 'Abraham Benrubi', 'Holland Taylor', 'Kelly Miracco', 'John Bennett Perry', 'John Cleese', 'Michael Chinyamurindi', 'Abdoulaye NGom', 'Lydell M. Cheshier', 'Keith Scott', 'Spencer Garrett', 'Jon Pennell', 'Lauren Bowles', 'Afton Smith']","['Sam Weisman', 'Audrey Wells', 'Jay Ward', 'Dana Olsen']","['Walt Disney Pictures', 'Mandeville Films', 'Avnet/Kerner Productions']","['Action', 'Adventure', 'Comedy', 'Family', 'Romance']","['jungle', 'heiress', 'hero', 'animal companion', 'slapstick comedy']","['English', 'Spanish']",['United States'],1997-07-16,92,174463257,5.5,75000,['PG'],1997,7,16,14.0,1,14321,0,0,3,797,2,1,4,4,161,2
Robin Hood,955308,200000000,"['Russell Crowe', 'Cate Blanchett', 'Matthew Macfadyen', 'Max von Sydow', 'William Hurt', 'Mark Strong', 'Oscar Isaac', 'Danny Huston', 'Eileen Atkins', 'Mark Addy', 'Kevin Durand', 'Scott Grimes', 'Alan Doyle', 'Douglas Hodge', 'Léa Seydoux', 'Jonathan Zaccaï', 'Robert Pugh', 'Gerard McSorley']","['Ridley Scott', 'Cyrus Voris', 'Brian Helgeland', 'Ethan Reiff']","['Universal Pictures', 'Imagine Entertainment', 'Relativity Media']","['Action', 'Adventure', 'Drama', 'History']","['robin hood character', 'archer', 'medieval times', 'reference to robin hood', 'england']","['English', 'French', 'Ukrainian']","['United States', 'United Kingdom']",2010-05-21,140,321669741,6.6,262000,['PG-13'],2010,5,21,9.75,1,31481,1,1,3,883,1,0,7,3,0,4
Interview with the Vampire: The Vampire Chronicles,110148,60000000,"['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst', 'Christian Slater', 'Virginia McCollam', 'John McConnell', 'Mike Seelig', 'Bellina Logan', 'Thandiwe Newton', 'Lyla Hay Owen', 'Lee E. Scharfstein', 'Indra Ové', 'Helen McCrory', 'Monte Montague', 'Nathalie Bloch-Lainé', 'Jeanette Kontomitras', 'Roger Lloyd Pack']","['Neil Jordan', 'Anne Rice']",['Geffen Pictures'],"['Drama', 'Fantasy', 'Horror']","['vampire', 'gothic', 'immortality', 'betrayal', 'interview']","['English', 'French']",['United States'],1994-11-11,123,223664608,7.5,308000,['R'],1994,11,11,9.666666666666666,1,17265,0,0,1,198,0,0,4,3,157,1
How to Lose a Guy in 10 Days,251127,50000000,"['Kate Hudson', 'Matthew McConaughey', 'Adam Goldberg', 'Kathryn Hahn', 'Annie Parisse', 'Thomas Lennon', 'Michael Michele', 'Shalom Harlow', 'Robert Klein', 'Bebe Neuwirth', 'Samantha Quan', 'Justin Peroff', 'Celia Weston', 'James Murtaugh', 'Archie MacGregor', 'John DiResta', 'Scott Benes', 'Zachary Benes']","['Donald Petrie', 'Michele Alexander', 'Kristen Buckley', 'Jeannie Long']","['Lynda Obst Productions', 'MMP Verwaltungsgesellschaft mbH', 'Moviemakers Productions (MMP)']","['Comedy', 'Romance']","['lie', 'new york city', 'diamond', 'basketball', 'columnist']",['English'],"['United States', 'Germany']",2003-02-07,116,177502387,6.4,226000,['PG-13'],2003,2,7,8.5,0,16935,0,0,3,219,0,0,4,1,90,4
The Italian Job,317740,60000000,"['Donald Sutherland', 'Mark Wahlberg', 'Edward Norton', 'Charlize Theron', 'Jason Statham', 'Seth Green', 'Yasiin Bey', 'Fausto Callegarini', 'Stefano Petronelli', 'Fabio Scarpa', 'Cristiano Bonora', 'Tiberio Greco', 'Jimmy Shubert', 'Tammi Cubilette', 'Mary Portser', 'Shawn Fanning', 'Christopher Moore Jr.', 'Terrelle Jones']","['Wayne Powers', 'Donna Powers', 'F. Gary Gray', 'Troy Kennedy-Martin']","['Paramount Pictures', 'De Line Pictures', 'Mestiere Cinema']","['Action', 'Crime', 'Thriller']","['gold', 'cat', 'gold bar', 'scantily clad female', 'cleavage']","['English', 'Russian', 'Italian']","['United States', 'France', 'Italy', 'United Kingdom', 'Germany']",2004-03-25,111,176070171,7.0,356000,['PG-13'],2004,3,25,11.333333333333334,0,13512,0,0,3,628,1,0,7,7,130,4
In the Line of Fire,107206,40000000,"['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott', 'Gary Cole', 'Fred Thompson', 'John Mahoney', 'Gregory Alan Williams', 'Jim Curley', 'Sally Hughes', 'Clyde Kusatsu', 'Steve Hytner', 'Tobin Bell', 'Bob Schott', 'Juan A. Riojas', 'Elsa Raven', 'Arthur Senzy', 'Patrika Darbo']","['Wolfgang Petersen', 'Jeff Maguire']","['Columbia Pictures', 'Castle Rock Entertainment']","['Action', 'Crime', 'Drama', 'Thriller']","['interrupted sex', 'assassin', 'assassination', 'assassination attempt', 'american president']",['English'],['United States'],1993-07-09,128,176997168,7.2,100000,['R'],1993,7,9,9.25,1,13975,0,0,2,474,1,0,4,1,139,1
Due Date,1231583,65000000,"['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan', 'Jamie Foxx', 'Juliette Lewis', 'Danny McBride', 'RZA', 'Matt Walsh', 'Brody Stevens', 'Jakob Ulrich', 'Naiia Ulrich', 'Todd Phillips', 'Bobby Tisdale', 'Sharon Conley', 'Nathalie Fay', 'Emily Wagner', 'Steven M. Gagnon', 'Paul Renteria']","['Alan Freedland', 'Adam Sztykiel', 'Todd Phillips', 'Alan R. Cohen']","['Warner Bros.', 'Legendary Entertainment', 'Green Hat Films']","['Comedy', 'Drama']","['grand canyon national park', 'car chase', 'headshot the photograph', 'vomiting', 'watching tv']","['English', 'Spanish']",['United States'],2010-11-05,95,211780824,6.5,335000,['R'],2010,11,5,6.5,1,16926,0,0,3,859,2,1,4,4,18,1
Godzilla vs. Kong,5034838,200000000,"['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall', 'Brian Tyree Henry', 'Shun Oguri', 'Eiza González', 'Julian Dennison', 'Lance Reddick', 'Kyle Chandler', 'Demián Bichir', 'Kaylee Hottle', 'Hakeem Kae-Kazim', 'Ronny Chieng', 'John Pirruccello', 'Chris Chalk', 'Conlan Casal', 'Brad McMurray', 'Benjamin Rigby']","['Adam Wingard', 'Zach Shields', 'Terry Rossio', 'Michael Dougherty']","['Legendary Entertainment', 'Warner Bros.']","['Action', 'Sci-Fi', 'Thriller']","['monster versus monster', 'kaiju', 'godzilla character', 'king kong character', 'monsterverse']","['English', 'American Sign Language']","['United States', 'Australia', 'Canada', 'India']",2021-03-26,113,467863133,6.4,185000,['PG-13'],2021,3,26,14.333333333333334,0,13830,0,0,2,693,2,1,8,1,0,4
Arrival,2543164,47000000,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', ""Mark O'Brien"", 'Tzi Ma', 'Abigail Pniowsky', 'Julia Scarlett Dan', 'Jadyn Malone', 'Frank Schorpion', 'Lucas Chartier-Dessert', 'Christian Jadah', 'Lucy Van Oldenbarneveld', 'Andrew Shaver', 'Pat Kiely', 'Sonia Vigneault', 'Mark Camacho', 'Sabrina Reeves']","['Eric Heisserer', 'Ted Chiang', 'Denis Villeneuve']","['Lava Bear Films', 'FilmNation Entertainment', '21 Laps Entertainment']","['Drama', 'Sci-Fi']","['alien contact', 'linguistics', 'linguist', 'nonlinear timeline', 'based on short story']","['English', 'Russian', 'Mandarin']","['United States', 'Canada']",2017-01-06,116,203388186,7.9,652000,['PG-13'],2017,1,6,8.5,0,12320,1,1,3,452,0,0,5,10,0,4
